캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자,전화번호,영업상태,폐업일자,휴업시작일자,휴업종료일자,우편번호,지역구분,총층수,주변환경,보험기관,건물용도,지상층수,지하층수,객실수
청포대숲속야영장,일반야영장업,,,충청남도 태안군 남면 청포대길 32-8,,,,,,,,,,,,,,,2018-11-27,,영업/정상,,,,32157,관리지역,0,,,,0,0,0
병풍바위야영장,일반야영장업,,,강원도 삼척시 원덕읍 산양서원1길 89 (산양1리마을회관),,,,,,,,,,,,,,,2016-09-22,033-572-8658,영업/정상,,,,25959,,1,,,,1,,
을수민박야영,일반야영장업,,,강원도 홍천군 내면 을수길 187,,,,,,,,,,,,,,,2015-04-28,033-435-5986,영업/정상,,,,25170,관리지역,,기타,,,,,
살둔마을 생둔분교 캠핑장,일반야영장업,,,강원도 홍천군 내면 살둔길 25,,,,,,,,,,,,,,,2015-05-22,033-434-3798,영업/정상,,,,25169,관리지역,1,기타,,기타,1,0,0
물가솔솔캠핑장,일반야영장업,,,강원도 홍천군 내면 을수길 153-6,,,,,,,,,,,,,,,2015-05-22,033-435-0203,영업/정상,,,,25170,관리지역,1,기타,,숙박시설,1,,
여차울 캠핑장,일반야영장업,,,강원도 홍천군 내면 여차동길 745-64,,,,,,,,,,,,,,,2015-05-22,070-4140-4702,영업/정상,,,,25169,관리지역,1,기타,,근린생활시설,1,,
화니캠핑앤글램핑,일반야영장업,,,강원도 홍천군 동면 안곡길 135-1,,,,,,,,,,,,,,,2015-05-29,033-435-2321,영업/정상,,,,25155,관리지역,2,기타,,근린생활시설,2,,
고길동 캠핑장,일반야영장업,,,강원도 홍천군 북방면 성동로 1625-16,,,,,,,,,,,,,,,2015-05-29,,영업/정상,,,,25113,관리지역,1,기타,,기타,1,,
국립삼봉자연휴양림 야영장,일반야영장업,,,강원도 홍천군 내면 삼봉휴양길 276,,,,,,,,,,,,,,,2015-05-29,033-435-8536,영업/정상,,,,25170,관리지역,0,기타,,,0,0,0
용가리쌤 야영장,일반야영장업,,,강원도 홍천군 화촌면 설악로 2692,,,,,,,,,,,,,,,2015-05-29,033-434-9391,영업/정상,,,,25156,관리지역,2,기타,,기타,2,,
캠프하다,일반야영장업,,,강원도 홍천군 서면 개야마을길 68-27,,,,,,,,,,,,,,,2015-06-01,,영업/정상,,,,25100,관리지역,2,기타,,기타,2,0,0
탑캠핑장글램핑,일반야영장업,,,강원도 홍천군 화촌면 군들길 20,,,,,,,,,,,,,,,2015-06-05,033-432-1636,영업/정상,,,,25159,관리지역,1,기타,,기타,1,,
서석야영장,일반야영장업,,,강원도 홍천군 서석면 고분대월길 67,,,,,,,,,,,,,,,2015-06-05,033-436-1755,영업/정상,,,,25167,관리지역,1,기타,,기타,1,0,0
캐나디언 카누클럽 야영장,일반야영장업,,,강원도 홍천군 서면 마곡길 113-28,,,,,,,,,,,,,,,2015-06-26,,영업/정상,,,,25100,관리지역,1,기타,,기타,1,,
팔봉산관광지 야영장,일반야영장업,,,강원도 홍천군 서면 한치골길 1124,,,,,,,,,,,,,,,2015-06-26,033-430-4281,영업/정상,,,,25101,관리지역,3,기타,,기타,2,1,
개암벌 용소 관광농원 캠핑장,일반야영장업,,,강원도 홍천군 두촌면 군유동길 361-26,,,,,,,,,,,,,,,2015-06-29,033-435-4673,영업/정상,,,,25160,관리지역,1,기타,,기타,1,,
가리산자연휴양림 야영장,일반야영장업,,,강원도 홍천군 두촌면 가리산길 426,,,,,,,,,,,,,,,2015-07-07,033-435-6034,영업/정상,,,,25164,관리지역,1,기타,,기타,1,,
스톤엑스 캠핑장,일반야영장업,,,강원도 홍천군 남면 남노일로 1164-22,,,,,,,,,,,,,,,2015-07-17,033-434-7878,영업/정상,,,,25105,관리지역,1,기타,,기타,1,,
산으로 캠핑장,일반야영장업,,,강원도 홍천군 서면 모곡로 365-139,,,,,,,,,,,,,,,2015-07-29,,영업/정상,,,,25100,관리지역,1,기타,,기타,1,,
강촌하늘아래,일반야영장업,,,강원도 춘천시 남산면 풀무골1길 71,,,,,,,,,,,,,,,2015-05-08,,영업/정상,,,,24465,자연녹지지역,0,기타,삼성화재,,0,0,0
국립용화산자연휴양림,일반야영장업,,,강원도 춘천시 사북면 사여골길 294,,,,,,,,,,,,,,,2015-05-22,033-243-9261,영업/정상,,,,24201,,,,메리츠화재해상보험,,,,
춘천캠핑월드,일반야영장업,,,강원도 춘천시 서면 툇골길 693,,,,,,,,,,,,,,,2015-05-26,,영업/정상,,,,24460,관리지역,0,기타,농협손해보험,,0,0,0
우니메이카홍천본점,일반야영장업,,,강원도 홍천군 서석면 마리소리길 57,,,,,,,,,,,,,,,2015-07-31,,영업/정상,,,,25167,관리지역,1,기타,,기타,1,,
이스케이프 지점 휴토피아,일반야영장업,,,강원도 홍천군 서면 팔봉산로 976,,,,,,,,,,,,,,,2016-04-29,070-7443-2622,영업/정상,,,,25101,관리지역,2,기타,,근린생활시설,2,,
샘골솔밭야영장,일반야영장업,,,강원도 홍천군 내면 구룡령로 6928,,,,,,,,,,,,,,,2016-07-05,033-435-8181,영업/정상,,,,25170,관리지역,,,,,,,
밤벌오토캠핑장,일반야영장업,,,강원도 홍천군 서면 팔봉산로 950,,,,,,,,,,,,,,,2016-07-07,033-434-8971,영업/정상,,,,25101,관리지역,,기타,,,,,
홍천 리버카라반글램핑펜션,일반야영장업,,,강원도 홍천군 북방면 노일로 144-8,,,,,,,,,,,,,,,2016-08-08,,영업/정상,,,,25111,,,,,,,,
비발디 캠핑파크 노일점,일반야영장업,,,강원도 홍천군 북방면 노일로 344-14,,,,,,,,,,,,,,,2016-08-16,033-432-1335,영업/정상,,,,25111,,0,,,,0,0,0
살둔산장,일반야영장업,,,강원도 홍천군 내면 살둔길 30-15,,,,,,,,,,,,,,,2016-08-16,033-435-5984,영업/정상,,,,25169,관리지역,,,,,,,
클럽레스피아,일반야영장업,,,강원도 홍천군 북방면 구룡밭길 24-30,,,,,,,,,,,,,,,2016-08-31,,영업/정상,,,,25111,,,,,,,,
파크12,일반야영장업,,,강원도 홍천군 서면 밤벌길2번길 35,,,,,,,,,,,,,,,2016-09-01,,영업/정상,,,,25100,,,,,,,,
(주)쉐르빌리안티티,일반야영장업,,,강원도 홍천군 서면 밤벌길19번길 111,,,,,,,,,,,,,,,2016-09-13,033-435-1199,영업/정상,,,,25100,,,,,,,,
하늘바라기 글램핑,일반야영장업,,,강원도 홍천군 내촌면 아홉사리로 164-22,,,,,,,,,,,,,,,2016-09-13,,영업/정상,,,,25163,,,,,,,,
쓰리웨이펜션,일반야영장업,,,강원도 홍천군 홍천읍 높은터로 332,,,,,,,,,,,,,,,2016-10-28,,영업/정상,,,,25118,,0,,,,0,0,0
석산계곡 코코비발디글램핑 카라반 오토캠핑장,일반야영장업,,,강원도 홍천군 서면 고루개길 37-17,,,,,,,,,,,,,,,2016-10-31,033-434-4455,영업/정상,,,,25104,,0,,,,0,0,0
휴양빌리지 가온,일반야영장업,,,강원도 홍천군 서면 한서로 1304,,,,,,,,,,,,,,,2017-03-09,,영업/정상,,,,25104,관리지역,0,기타,,,0,0,0
해솔캠핑장,일반야영장업,,,강원도 홍천군 내촌면 논골길 91,,,,,,,,,,,,,,,2017-04-21,,영업/정상,,,,25163,관리지역,2,기타,,,2,0,0
칡소폭포 캠핑장,일반야영장업,,,강원도 홍천군 내면 을수길 27,,,,,,,,,,,,,,,2017-06-15,334350303,영업/정상,,,,25170,관리지역,1,기타,,,1,0,0
속초 밤하늘글램핑,일반야영장업,,,강원도 속초시 장성천길 151 (장사동),,,,,,,,,,,,,,,2018-07-20,033-633-5055,영업/정상,,,,24802,,0,,,,0,0,0
자연이랑캠프,일반야영장업,,,강원도 영월군 무릉도원면 무릉법흥로 1174,,,,,,,,,,,,,,,2015-02-03,,영업/정상,,,,26201,,0,,삼성화재,,0,0,0
늘푸른 캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 내리계곡로 1116-4,,,,,,,,,,,,,,,2015-03-16,033-378-1008,영업/정상,,,,26247,,0,,MG새마을금고,,0,0,0
김삿갓계곡캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 김삿갓로 216-26,,,,,,,,,,,,,,,2015-03-19,,영업/정상,,,,26246,,0,,농협손해보험,근린생활시설,0,0,0
힐스톤 캠핑장,일반야영장업,,,강원도 영월군 주천면 금용강변로 34-13,,,,,,,,,,,,,,,2015-03-25,,영업/정상,,,,26206,,0,,농협손해보험,,0,0,0
소나무와 계곡 캠핑장,일반야영장업,,,강원도 영월군 무릉도원면 백년계곡길 88-3,,,,,,,,,,,,,,,2015-03-30,033-374-6621,영업/정상,,,,26201,,0,,농협손해보험,,0,0,0
힐링캠프,일반야영장업,,,강원도 춘천시 서면 툇골길 693-12,,,,,,,,,,,,,,,2015-05-28,033-244-5575,영업/정상,,,,24460,,0,,농협손해보험,,0,0,0
강원도산림과학연구원 집다리골자연휴양림,일반야영장업,,,"강원도 춘천시 사북면 화악지암1길 130, 집다리골자연휴양림",,,,,,,,,,,,,,,2015-06-11,033-248-6716,영업/정상,,,,24200,,0,,한국지방재정공제회,,0,0,0
다볼펜션,일반야영장업,,,강원도 춘천시 남산면 둔일길 202,,,,,,,,,,,,,,,2015-06-12,,영업/정상,,,,24465,,0,,한화손해보험,,0,0,0
어반슬로우시티,일반야영장업,,,강원도 춘천시 남면 가옹개길 108,,,,,,,,,,,,,,,2015-08-04,,영업/정상,,,,24468,,0,,현대해상보험,,0,0,0
강촌관광농원,일반야영장업,,,강원도 춘천시 남산면 오양골길 125,,,,,,,,,,,,,,,2015-08-19,,영업/정상,,,,24465,관리지역,0,,삼성화재,,0,0,0
강촌포도팬션&캠핑장,일반야영장업,,,강원도 춘천시 남산면 서백2길 36,,,,,,,,,,,,,,,2015-09-04,,영업/정상,,,,24464,관리지역,,기타,삼성화재,,,,
춘천숲자연휴양림,일반야영장업,,,강원도 춘천시 동산면 종자리로 224-104 (춘천숲자연휴양림),,,,,,,,,,,,,,,2015-11-03,033-264-1156,영업/정상,,,,24409,관리지역,1,,현대해상,,,,
더시크릿가든 캠프지라운드,일반야영장업,,,강원도 춘천시 남산면 방하로 297,,,,,,,,,,,,,,,2016-01-19,,영업/정상,,,,24464,관리지역,1,기타,DB손해보험,기타,0,0,0
프라임캠핑장,일반야영장업,,,강원도 춘천시 사북면 사여골길 25,,,,,,,,,,,,,,,2016-02-02,,영업/정상,,,,24201,관리지역,0,,현대해상,,0,0,0
늘편한캠핑장,일반야영장업,,,강원도 홍천군 두촌면 황병고개길 25-10,,,,,,,,,,,,,,,2017-10-13,,영업/정상,,,,25160,관리지역,1,기타,,기타,0,0,0
보또피아힐링파크,일반야영장업,,,강원도 홍천군 서면 개야로548번길 25-8,,,,,,,,,,,,,,,2017-11-20,,영업/정상,,,,25101,관리지역,1,기타,,기타,1,0,
용오름캠핑장,일반야영장업,,,강원도 홍천군 서석면 검산길 263,,,,,,,,,,,,,,,2018-01-24,334360732,영업/정상,,,,25167,관리지역,1,기타,,환경위생시설,1,,
검산별빛야영장,일반야영장업,,,강원도 홍천군 서석면 마리소리길 120,,,,,,,,,,,,,,,2018-04-23,,영업/정상,,,,25167,관리지역,1,기타,,기타,1,,
(주)가람레저산업 펠리즈29,일반야영장업,,,강원도 홍천군 두촌면 부채들길 41,,,,,,,,,,,,,,,2018-05-11,033-434-1080,영업/정상,,,,25164,관리지역,1,기타,,기타,1,0,0
홍천 무네미 별마루 관광농원,일반야영장업,,,강원도 홍천군 내면 수유동길 635,,,,,,,,,,,,,,,2018-05-15,,영업/정상,,,,25169,관리지역,,기타,,,,,
J캠핑장,일반야영장업,,,강원도 홍천군 내면 소한동길 301,,,,,,,,,,,,,,,2018-05-18,334338529,영업/정상,,,,25171,관리지역,1,기타,,환경위생시설,,,
개똥이네캠핑장,일반야영장업,,,강원도 홍천군 북방면 원소길 25,,,,,,,,,,,,,,,2018-06-25,,영업/정상,,,,25111,,1,기타,,기타,1,,
몬테리오,일반야영장업,,,강원도 홍천군 서면 마곡길 220,,,,,,,,,,,,,,,2018-07-10,334361001,영업/정상,,,,25100,관리지역,,기타,,,,,
어울림 글램핑,일반야영장업,,,강원도 홍천군 화촌면 작은도심리길 4-11,,,,,,,,,,,,,,,2018-11-07,,영업/정상,,,,25156,관리지역,0,기타,,기타,0,0,0
강촌달머리캠핑장,일반야영장업,,,강원도 춘천시 서면 율장길 123-39,,,,,,,,,,,,,,,2016-03-16,,영업/정상,,,,24463,,0,,삼성화재,,0,0,0
춘천Believing(빌리빙)캠핑장,일반야영장업,,,강원도 춘천시 사북면 화악지암길 600-112,,,,,,,,,,,,,,,2016-05-23,,영업/정상,,,,24200,,0,,삼성화재,,0,0,0
왕터주식회사,일반야영장업,,,강원도 춘천시 남면 박암관천길 183-27,,,,,,,,,,,,,,,2016-06-01,,영업/정상,,,,24468,,0,,농협손해보험,,0,0,0
황금박쥐캠핑장,일반야영장업,,,강원도 춘천시 남산면 홍천강변길 476,,,,,,,,,,,,,,,2016-06-10,,영업/정상,,,,24467,,,,삼성화재,,,,
별 헤는 마을,일반야영장업,,,강원도 춘천시 서면 경춘로 1092,,,,,,,,,,,,,,,2016-06-20,,영업/정상,,,,24463,,0,,현대해상,,0,0,0
캠핑하는 집,일반야영장업,,,강원도 춘천시 동산면 원무동길 303-28,,,,,,,,,,,,,,,2016-07-05,,영업/정상,,,,24410,,,,삼성화재,,,,
문배골 캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-08-19,7044037655,영업/정상,,,,,,0,,한화손해보험,,0,0,0
툇골 캠핑장,일반야영장업,,,강원도 춘천시 서면 툇골길 413-38,,,,,,,,,,,,,,,2016-10-31,,영업/정상,,,,24460,,0,,농협손해보험,,0,0,0
(주)아웃오브파크,일반야영장업,,,강원도 춘천시 남면 가옹개길 52-9,,,,,,,,,,,,,,,2017-09-18,033-263-2826,영업/정상,,,,24468,,,,현대해상화재,,,,
늘푸른 관광농원,일반야영장업,,,강원도 춘천시 북산면 추곡약수길 47,,,,,,,,,,,,,,,2017-06-21,,영업/정상,,,,24208,관리지역,0,,농협손해보험,,0,0,0
하얀여울,일반야영장업,,,강원도 영월군 무릉도원면 무릉법흥로 932,,,,,,,,,,,,,,,2015-07-30,,영업/정상,,,,26201,,0,,농협손해보험,,0,0,0
휴가를 부탁해 캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 내리계곡로 1024,,,,,,,,,,,,,,,2015-03-30,033-378-1303,영업/정상,,,,26247,,0,,농협손해보험,,0,0,0
상순네 캠핑장,일반야영장업,,,강원도 영월군 산솔면 고장골길 76-6,,,,,,,,,,,,,,,2015-04-09,033-378-7767,영업/정상,,,,26243,,0,,농협손해보험,,0,0,0
강촌밸리,일반야영장업,,,강원도 춘천시 남산면 풀무골길 82-53,,,,,,,,,,,,,,,2018-12-18,02-749-4122,영업/정상,,,,24465,보전녹지지역,0,,삼성화재,,0,0,0
솔베이캠핑장,일반야영장업,,,충청북도 괴산군 감물면 충민로 1083-12,,,,,,,,,,,,,,,2018-12-17,,영업/정상,,,,28005,관리지역,,,,,,,
광주시민의숲 야영장,일반야영장업,,,광주광역시 북구 추암로 190 (월출동),,,,,,,,,,,,,,,2015-05-26,"613-6467,971-6467",영업/정상,,,,61002,,1,기타,DB손해보험,근린생활시설,1,0,0
센티마르 펜션 글램핑 캠핑장 1,일반야영장업,,,,,,,,,,,,,,,,,,2017-07-17,,영업/정상,,,,,,,,,,,,
CLUB 596,일반야영장업,,,충청남도 태안군 남면 몽대로 360-9,,,,,,,,,,,,,,,2017-08-01,,영업/정상,,,,32152,,0,,,환경위생시설,0,0,0
맘빌리지,일반야영장업,,,충청남도 태안군 소원면 법산길 350-60,,,,,,,,,,,,,,,2015-04-22,,영업/정상,,,,32119,관리지역,,기타,,기타,,,
이태백야영장,일반야영장업,,,충청남도 태안군 소원면 송의로 809-68,,,,,,,,,,,,,,,2015-06-22,,영업/정상,,,,32121,관리지역,,기타,,기타,,,
굼벵이야영장,일반야영장업,,,충청남도 태안군 이원면 꾸지나무길 103-10,,,,,,,,,,,,,,,2015-06-22,,영업/정상,,,,32100,관리지역,,기타,,,,,
마검포힐링캠핑장,일반야영장업,,,충청남도 태안군 남면 마검포길 313-30,,,,,,,,,,,,,,,2015-08-17,,영업/정상,,,,32158,,,,,,,,
샛별글램핑,일반야영장업,,,충청남도 태안군 안면읍 샛별길 238-12,,,,,,,,,,,,,,,2018-06-14,,영업/정상,,,,32169,관리지역,0,,,,0,0,0
살구나무글램핑,일반야영장업,,,강원도 횡성군 서원면 경강로 615-19,,,,,,,,,,,,,,,2017-07-30,033-343-1330,영업/정상,,,,25200,,1,,,,1,0,0
스테이태안,일반야영장업,,,충청남도 태안군 이원면 음포길 133-6,,,,,,,,,,,,,,,2017-04-19,,영업/정상,,,,32101,관리지역,0,,,,0,0,0
국립가리왕산자연휴양림,일반야영장업,,,"강원도 정선군 정선읍 가리왕산로 791, 가리왕산 자연학습관",,,,,,,,,,,,,,,2015-04-27,563-1544,영업/정상,,,,26119,관리지역,1,기타,,기타,1,0,0
러브팩토리펜션캠핑장,일반야영장업,,,강원도 정선군 남면 광락로 521,,,,,,,,,,,,,,,2015-05-15,,영업/정상,,,,26143,관리지역,1,기타,,기타,1,,
아우라지관광지,일반야영장업,,,,,,,,,,,,,,,,,,2015-05-21,033-560-2145,영업/정상,,,,,관리지역,1,기타,,기타,1,,
도고온천모두캠핑장,일반야영장업,,,충청남도 아산시 도고면 도고온천로 207-20,,,,,,,,,,,,,,,2015-09-25,041-544-9254,영업/정상,,,,31550,녹지지역,,,,,,,
폭포 캠핑 야영장,일반야영장업,,,강원도 인제군 북면 만해로 224-28,,,,,,,,,,,,,,,2018-05-18,,영업/정상,,,,24606,,0,,,,0,0,0
베이스캠프,일반야영장업,,,충청북도 진천군 진천읍 백곡로 1140-4,,,,,,,,,,,,,,,2015-04-23,,영업/정상,,,,27822,보전녹지지역,2,기타,,의식시설,2,0,4
아빠캠핑가,일반야영장업,,,충청북도 진천군 백곡면 안구수길 34-28,,,,,,,,,,,,,,,2015-06-11,435329960,영업/정상,,,,27824,관리지역,1,학교정화(상대),,기타,1,0,25
힐사이드,일반야영장업,,,충청북도 진천군 문백면 태락3길 5-115,,,,,,,,,,,,,,,2015-07-15,,영업/정상,,,,27865,관리지역,1,기타,,기타,1,0,52
덤바위,일반야영장업,,,충청북도 진천군 문백면 농다리로 615,,,,,,,,,,,,,,,2015-08-17,,영업/정상,,,,27867,관리지역,2,기타,,단독주택,2,0,40
초평밤나무,일반야영장업,,,충청북도 진천군 초평면 평화로 177,,,,,,,,,,,,,,,2016-07-20,,영업/정상,,,,27859,관리지역,1,기타,,기타,1,0,30
돌고래오토캠핑장2,일반야영장업,,,,,,,,,,,,,,,,,,2017-11-09,,영업/정상,,,,,,,,,,,,
파라독스캠핑,일반야영장업,,,,,,,,,,,,,,,,,,2018-03-27,,영업/정상,,,,,,,,,,,,
백사장사계절숲속야영장,일반야영장업,,,충청남도 태안군 안면읍 해안관광로 927-48,,,,,,,,,,,,,,,2018-03-29,,영업/정상,,,,32162,,0,,,,0,0,0
몽산포오토캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2018-06-14,,영업/정상,,,,,관리지역,,,,,,,
바다풍경카라반,일반야영장업,,,충청남도 태안군 원북면 학암포길 21-75,,,,,,,,,,,,,,,2018-06-19,,영업/정상,,,,32105,관리지역,0,,,,0,0,0
웅진계곡숲야영장,일반야영장업,,,강원도 양구군 양구읍 소양웅진길 35-6,,,,,,,,,,,,,,,2015-05-26,,영업/정상,,,,24517,관리지역,1,기타,,문화시설,1,0,0
국토정중앙천문대야영장,일반야영장업,,,"강원도 양구군 남면 국토정중앙로 127, 국토정중앙 천문대",,,,,,,,,,,,,,,2015-06-10,033-480-2587,영업/정상,,,,24556,관리지역,,,,,,,
월악산억수솔밭캠핑장,일반야영장업,,,충청북도 제천시 덕산면 월악산로 721-12,,,,,,,,,,,,,,,2015-07-21,,영업/정상,,,,27225,관리지역,1,기타,,근린생활시설,1,,
행복한나드리캠핑장,일반야영장업,,,충청북도 제천시 봉양읍 옥전길 156,,,,,,,,,,,,,,,2015-07-21,,영업/정상,,,,27106,관리지역,1,기타,,,1,,
박달재자연휴양림야영장,일반야영장업,,,충청북도 제천시 백운면 금봉로 223,,,,,,,,,,,,,,,2015-07-23,,영업/정상,,,,27105,관리지역,,기타,,,,,
월악산국립공원 용하야영장,일반야영장업,,,충청북도 제천시 덕산면 월악산로 913,,,,,,,,,,,,,,,2015-07-31,043 653 3250,영업/정상,,,,27225,보전녹지지역,,기타,,,,,
월악산국립공원 덕주야영장,일반야영장업,,,,,,,,,,,,,,,,,,2015-07-31,043 653 3250,영업/정상,,,,,자연녹지지역,,기타,,,,,
웨스턴캠프,일반야영장업,,,충청남도 아산시 음봉면 충무로604번길 12,,,,,,,,,,,,,,,2016-05-03,,영업/정상,,,,31448,,0,,,,0,0,0
아산곡교천야영장,일반야영장업,,,충청남도 아산시 곡교천로 407 (권곡동),,,,,,,,,,,,,,,2016-06-24,"070-7747-1895,1896",영업/정상,,,,31517,녹지지역,0,,,,0,0,0
월선캠핑장,일반야영장업,,,충청남도 아산시 영인면 월선길 20-21,,,,,,,,,,,,,,,2016-07-11,,영업/정상,,,,31428,,,,,,,,
라포레캠핑장,일반야영장업,,,충청남도 아산시 음봉면 음봉면로 87,,,,,,,,,,,,,,,2016-11-01,041 533 0642,영업/정상,,,,31443,,,,,,,,
